item_id,prod_descr,prod_descr2,group_description,sale_price,final_price,cost,storage_cost,p*q,categoria
1554,CATIT FILTRO FUENTE TRIPLE ACCION 2 UN,Juguetes,Accesorios,7891.0,9390.0,6285,18,467490,A
2250,PRO PLAN KITTEN POLLO E HIGADO LATA 85 GRS,Humedo,Alimento,1706.0,2030.0,1366,4,465700,A
1492,CERENIA COMP. 24 MG.,Digestivo,Medicamentos,15815.0,18820.0,13128,35,465470,A
1080,MAMADERA  (KIT) 59 ML.,Bebederos,Accesorios,7134.0,8490.0,6344,16,464890,A
2185,"NUTRIENCE ORIG CAT ADULT 2,5KG",Adultos,Alimento,17050.0,20290.0,15985,38,461730,A
1688,REPELENTE DE GATOS SPRAY INT.,Higiene,Accesorios,10748.0,12790.0,8654,24,459710,A
607,BRIT CARE CAT GRAIN-FREE HAIRCARE HEALTHY & SHINY COAT 7 KG,Adultos,Alimento,47050.0,55990.0,40209,103,452550,A
1376,PRO PLAN SENSITIVE DOG SALMON Y ARROZ LATA 370 GRS,Latas medicadas,Alimento,4034.0,4800.0,3521,9,451490,A
2124,CAMA CUBO GRANDE CATA PET,Camas,Accesorios,28395.0,33790.0,25494,62,450610,A
201,RECARGA ENCHUFE FELIWAY,Comportamiento,Medicamentos,21008.40336134454,25000.0,18443,46,450000,A
1998,BRIT CARE CAT GRAIN-FREE STERILIZED WEIGHT CONTROL 7 KG,Weight Control,Alimento,47050.0,55990.0,44245,103,447370,A
1941,ZEEDOG PHANTOM LEASH SMALL,Paseo,Accesorios,11639.0,13850.0,9802,26,444500,A
2032,CERENIA COMP. 60 MG.,Digestivo,Medicamentos,19630.0,23360.0,15549,43,443770,A
111,"DOGIT PAÑALES DESECHABLES, M (7-16KG)",Higiene,Accesorios,11756.0,13990.0,10031,26,443490,A
1421,AFP MODERN CAT FLUFFY WAND,Juguetes,Accesorios,7555.0,8990.0,6012,17,441121,A
80,POOF! BLUE CLOUD CHINCHILLA DUST,Higiene,Accesorios,16092.0,19150.0,13632,36,439960,A
2069,BRAVERY LIGHT IBERIAN PORK ADULT L/M BREEDS 4 KG,Weight Control,Alimento,21000.0,24990.0,19507,46,438900,A
1608,BOTELLA 250 ML PEQ ANIMALES,Comederos,Accesorios,4193.0,4990.0,3692,10,436090,A
583,AFP LITTLE BUDDY CHUPETE ROSA  LARGE,Juguetes,Accesorios,5874.0,6990.0,5433,13,435880,A
1898,ZEEDOG ELLA LEASH SMALL,Paseo,Accesorios,11681.0,13900.0,10234,26,434200,A
2234,NM ALFOMBRILLA TRAINING 14 UN,Higiene,Accesorios,4193.0,4990.0,3248,10,434130,A
882,PRO PLAN GATOS ADULTO POLLO POUCH 85 GR,Humedo,Alimento,1958.0,2330.0,1538,5,432270,A
1762,HABITRAIL OVO SUITE,Hogar-Transporte,Accesorios,58815.0,69990.0,52658,129,430200,A
35,DOGIT ALFOMBRILLA EDUCADORA  X-LARGE 20U,Higiene,Accesorios,14277.0,16990.0,13409,32,429110,A
991,"ROYAL CANIN GASTROINTESTINAL FELINO 1,5KILO",Medicados,Alimento,19319.0,22990.0,17702,43,424750,A
969,ENDOGARD 30 15/30KILOS X 2 TABLETAS,Ant. Ext.,Medicamentos,12613.0,15010.0,11019,28,424700,A
183,PARKA T/2 CATA PETS,Ropa,Accesorios,15034.0,17890.0,11769,33,422610,A
1647,ARNES NACIONAL CHICO A. DOCTOR,Paseo,Accesorios,4781.51260504202,5690.0,4524,11,421060,A
2100,CATIT RASGUÐADOR  MODERNO JUNGLA,Enriquecimiento Ambiental,Accesorios,10916.0,12990.0,9430,24,415710,A
1062,PRO PLAN GATOS ADULTO SALMON POUCH 85,Humedo,Alimento,1958.0,2330.0,1672,5,413730,A
887,HEMATON B12 JARABE 100ML,Vitaminas,Medicamentos,12798.31932773109,15230.0,10690,28,412720,A
1303,MARINA TERMOCALEFACTOR PRE-SET 50W- 15CM,Enriquecimiento Ambiental,Accesorios,22681.0,26990.0,19750,50,412620,A
1510,ALFOMBRILLA 14 UNID,Higiene,Accesorios,4193.0,4990.0,3311,10,409180,A
1157,AFP LAMB FLYING MOUSE,Juguetes,Accesorios,7555.0,8990.0,6466,17,408170,A
1253,DOG A DENT CEPILLO,Higiene,Medicamentos,5436.974789915967,6470.0,4690,12,406650,A
225,COLLAR GATO CINTA COLORES G.A,Paseo,Accesorios,2689.0,3200.0,2217,6,406400,A
1585,"PRO PLAN CAT URINARY 7,5 kg",Adultos,Alimento,34370.0,40900.0,28669,76,406000,A
1700,PAWISE ELEFANTE CON TIRADOR,Juguetes,Accesorios,6714.0,7990.0,6356,15,402840,A
1670,CATIT PLAT- TUMBLER-BE,Juguetes,Accesorios,24361.0,28990.0,19994,54,401450,A
295,PAWISE PASTO SANITARIO 43 X 67 CM,Higiene,Accesorios,38647.0,45990.0,34877,85,400900,A
2114,EXO TERRA PLACA CALEFACTORA 25 W,Enriquecimiento Ambiental,Accesorios,36126.0,42990.0,30915,79,399900,A
675,ADAPTIL KIT ENCHUFE + REPUESTO 48ML,Comportamiento,Medicamentos,33605.0,39990.0,29669,74,399900,A
1226,BAYTRIL COMP.50 UN,Antibiotico,Medicamentos,15345.0,18260.0,14027,34,399830,A
45,ZEEDOG MAHALO LEASH LARGE,Paseo,Accesorios,14151.0,16840.0,13060,31,399380,A
693,PRO PLAN GATOS  ESTERILIZADOS POLLO POUCH 85 GR,Humedo,Alimento,1899.0,2260.0,1545,5,398810,A
1671,CABATINA 25 ML,Vitaminas,Medicamentos,9252.100840336136,11010.0,8608,21,397290,A
30,HARVEST STACKS TIMOTHY/CARROT 1KG,Alfalfas,Accesorios,18235.0,21700.0,14694,40,394750,A
1598,KITTEN INSTINCTIVE 165GRSX6UN,Lata,Alimento,2328.0,2770.0,1886,6,393190,A
1379,BRAVERY LIGHT IBERIAN PORK MINI ADULT SMALL BREEDS 2 KG,Adultos,Alimento,14277.0,16990.0,12512,32,387740,A
663,ZEEDOG ELLA H-HARNESS MEDIUM,Paseo,Accesorios,14202.0,16900.0,12647,32,387300,A
1056,"ZEUS FUENTE MINI 1,5 LT",Bebederos,Accesorios,31924.0,37990.0,27469,70,386920,A
2058,JAULA BELLA PEQ. ANIMAlLES,Hogar-Transporte,Accesorios,52504.0,62480.0,40918,115,386350,A
268,ZEEDOG PHANTOM LEASH LARGE,Paseo,Accesorios,14202.0,16900.0,13062,32,384600,A
1432,TEST PARVO,Laboratorios,Medicamentos,10084.0,12000.0,8992,23,384000,A
974,EHLIMOATO,Ant. Ext.,Medicamentos,9555.0,11370.0,8972,21,381010,A
1811,HARVEST STACKS WESTTIMOTHY 992 GR.,Enriquecimiento Ambiental,Accesorios,17345.0,20640.0,16140,38,378960,A
1654,BRIT CARE CAT STERILIZED URINARY 7KG,Adultos,Alimento,47050.0,55990.0,39355,103,369900,A
724,"NUTRIENCE INFUSION CAT ADULTO 2,27KG",Adultos,Alimento,19151.0,22790.0,17444,42,368910,A
1772,ZEEDOG SUPER BANANA,Juguetes,Accesorios,8294.0,9870.0,7603,19,367890,A
1864,ELECTROVET SOLUC ORAL 500ML,Suplemento,Medicamentos,7168.067226890757,8530.0,5770,16,365170,A
874,PERFUME SIR DOG MUSK 80 ML.,Higiene,Medicamentos,8529.411764705883,10150.0,7722,19,362840,A
205,TRANSPORTIN AVIOR,Hogar-Transporte,Accesorios,30084.0,35800.0,23903,66,362520,A
1170,PAWISE CAMA VERDE PERROS,Camas,Accesorios,12597.0,14990.0,9807,28,362280,A
914,ROYAL CANIN MINI PUPPY  8 KG FR,Cachorros,Alimento,50411.7647058824,59990.0,46188,111,361900,A
1822,ZD ELLA ADJUSTABLE AIR MESH HARNESS MEDIUM,Paseo,Accesorios,21756.0,25890.0,19034,48,360490,A
1529,CATAPET CAMA CHIPORRO CHICA Nº1,Camas,Accesorios,15958.0,18990.0,13908,35,360350,A
554,BOWL UFO,Juguetes,Accesorios,8395.0,9990.0,7377,19,359640,A
8,"NUTRIENCE INFUSION KITTEN 2,27KG",Cachorros,Alimento,20160.0,23990.0,17382,45,358880,A
2056,BIOPOWER,Suplemento,Medicamentos,5958.0,7090.0,4925,14,354770,A
208,NT TOTAL GF SMALL BREED TROUT & SALMON MEAL DOG FOOD 2 KG,Adultos,Alimento,24714.0,29410.0,21272,54,354000,A
267,PROPLAN CAT URINARY 3 KGS.,Adultos,Alimento,18403.36134453781,21900.0,17174,41,351560,A
1784,COLIRAMA VIRAL X 10 ML.,Ocular,Medicamentos,17916.0,21320.0,13897,40,351310,A
960,CYTOPOINT 10 MG INY 3-10 K,Medicamentos,Medicamentos,23101.0,27490.0,19167,51,349860,A
2024,BRIT CARE CAT KITTEN (CRAZY) 2 KG,Cachorros,Alimento,13361.0,15900.0,12149,30,349800,A
1879,AQUADENT 250ML,Oral,Medicamentos,24134.0,28720.0,22707,53,349610,A
2178,PAWISE FETCH IT LEON,Juguetes,Accesorios,5874.0,6990.0,4994,13,345790,A
632,YORKSHIRE TERRIER  JR 3 KILO ,Razas,Alimento,28798.0,34270.0,24114,63,344850,A
828,ZD NEON CORAL ADJUSTABLE AIR MESH HARNESS LARGE,Paseo,Accesorios,22184.9,26400.0,18549,49,343200,A
728,"APOQUEL 5,4 MG X 20 COMPRIMIDOS",Antialergico,Medicamentos,55151.0,65630.0,49113,121,342930,A
1861,ZEEDOG MAHALO LEASH SMALL,Paseo,Accesorios,11639.0,13850.0,10412,26,342900,A
791,MAMADERA  (KIT)  115 ML,Bebederos,Accesorios,7975.0,9490.0,6901,18,340910,A
1337,ARNES GATO COLORES G.A,Paseo,Accesorios,4202.0,5000.0,3537,10,340000,A
486,COLLAR ISABELINO 40 CM Nº(7),Higiene,Medicamentos,15118.0,17990.0,12030,34,339350,A
667,EUKANUBA PUPPY SMALL BREED 6.8 KG,Cachorros,Alimento,44261.0,52670.0,36414,97,338890,A
949,CAT LOVE RASGUÐADOR  RAMPA ,Enriquecimiento Ambiental,Accesorios,15118.0,17990.0,11837,34,337790,A
1282,PAWISE MONO CON TIRADOR,Juguetes,Accesorios,6714.0,7990.0,5813,15,336880,A
927,CANINE L/D  LATA X 370 GR,Latas medicadas,Alimento,6983.0,8310.0,5516,16,336600,A
1296,PICHICHI 20 ML. (EDU. SANIT/PERROS),Higiene,Medicamentos,2680.672268907563,3190.0,2408,6,335720,A
546,ZD ARTSY ADJUSTABLE AIR MESH HARNESS MEDIUM,Paseo,Accesorios,20084.9,23900.0,17161,44,334600,A
1535,PROPLAN ACTIVE MIND RZ MEDIANA Y GRANDE 15KG,Senior,Alimento,47815.0,56900.0,44724,105,333400,A
1188,CAPA POLAR CHIPORRO T/6 CATA PETS,Ropa,Accesorios,12176.0,14490.0,10614,27,333360,A
1593,ROYAL CANIN BHN DACHSHUND 2.5 KILO,Razas,Alimento,23235.0,27650.0,19373,51,333140,A
1349,ROYAL CAN. FHN GROWTH KITTEN 36 2KG.,Cachorros,Alimento,13227.0,15740.0,11889,29,332980,A
476,HIDROCORTISONA SPRAY 76ML,Antialergico,Medicamentos,23504.20168067227,27970.0,19372,52,330660,A
673,"NM ADVANCED STAIN & ODOR ELIMINATOR, 946 ML",Higiene,Accesorios,15185.0,18070.0,13596,34,329690,A
1194,LE SALON ESSENTIALS RASQUETA LARGA,Grooming,Accesorios,9067.0,10790.0,7783,20,328460,A
1136,ADAPTIL SPRAY 60 ML,Comportamiento,Medicamentos,21008.0,25000.0,18865,46,325000,A
1584,BRIT CARE SENIOR L&R 12 KG,Senior,Alimento,45369.7,53990.0,39919,100,323940,A
916,AFP MODERN CAT TINKLY,Juguetes,Accesorios,6546.0,7790.0,5817,15,322990,A
307,ROYAL CANIN FHN LIGHT -17%,Weight Control,Alimento,17202.0,20470.0,14805,38,322440,A
842,FRONTLINE PLUS PIPETA PERRO 40-60 KG.,Ant. Ext.,Medicamentos,16437.0,19560.0,13404,36,321860,A
958,PACK CUY  ANIMAL CARE,Hogar-Transporte,Accesorios,70723.0,84160.0,65775,155,321140,A
2151,AFP CHILL OUT MAT DE ENFRIAMIENTO LARGE,Juguetes,Accesorios,42008.0,49990.0,35078,92,319950,A
506,ZEEDOG ATLANTA LEASH LARGE,Paseo,Accesorios,14151.0,16840.0,11474,31,318940,A
769,"NEXGARD SPECTRA X 1 TABL. MAST.15,1 - 30 K",Ant. Ext.,Medicamentos,13361.0,15900.0,11036,30,318000,A
43,PAWISE PELUCHE UNICORNIO CON SONIDO PERRO,Juguetes,Accesorios,8395.0,9990.0,6818,19,316150,A
15,HABITRAIL OVO MINI,Hogar-Transporte,Accesorios,58815.0,69990.0,55928,129,315950,A
304,BOTELLA 1000 ML PEQ ANIMALES,Comederos,Accesorios,7134.0,8490.0,5737,16,315630,A
873,TEST DISTEMPER,Laboratorios,Medicamentos,10084.0,12000.0,8215,23,312000,A
186,BOTELLA 100 ML PEQ ANIMALES,Comederos,Accesorios,3773.0,4490.0,3331,9,311540,A
1130,ZD ARMY GREEN ADJUSTABLE AIR MESH HARNESS MEDIUM,Paseo,Accesorios,39832.0,47400.0,33332,87,310700,A
112,ZEEDOG ATLANTA ADJUSTABLE AIR MESH HARNESS MEDIUM,Paseo,Accesorios,20084.0,23900.0,17035,44,310700,A
1636,ZD SMASH ADJUSTABLE AIR MESH HARNESS MEDIUM,Paseo,Accesorios,20084.0,23900.0,16095,44,310700,A
1600,ZEEDOG MAHALO H-HARNESS MEDIUM,Paseo,Accesorios,14151.0,16840.0,13413,31,309080,A
692,PLANET DOG GURU PURPURA,Juguetes,Accesorios,16798.0,19990.0,12998,37,308870,A
97,ZEEDOG PRISMA ADJUSTABLE AIR MESH HARNESS SMALL,Paseo,Accesorios,16218.5,19300.0,15357,36,308800,A
1777,ZEEDOG ATLANTA ADJUSTABLE AIR MESH HARNESS SMALL,Paseo,Accesorios,16218.5,19300.0,12954,36,308800,A
2272,ZEEDOG HONEY ADJUSTABLE AIR MESH HARNESS SMALL,Paseo,Accesorios,16218.5,19300.0,14805,36,308800,A
994,PRO PLAN ADULTO CARNE POUCH 100 GR,Humedo,Alimento,2126.0,2530.0,2018,5,308790,A
1765,DOGIT DISPENSADOR BOLSA FECAS ROJO 2X20,Higiene,Accesorios,4193.0,4990.0,3902,10,308490,A
1582,TEST GIARDIA ,Test,Medicamentos,11765.0,14000.0,10278,26,308000,A
2281,"PLANET DOG HUESO AZUL ""M""",Juguetes,Accesorios,12345.0,14690.0,10099,27,306530,A
1014,SANITARIO GATO MISO,Higiene,Accesorios,22168.0,26380.0,17933,49,306270,A
751,PRO PLAN URINARY CAT CARNE Y POLLO LATA 85 GRS,Latas medicadas,Alimento,1916.0,2280.0,1742,5,305930,A
2043,ZD ARMY GREEN LEASH LARGE,Paseo,Accesorios,14201.7,16900.0,13332,32,304200,A
743,PAWISE FETCH IT  HIPOPOTAMO,Juguetes,Accesorios,5874.0,6990.0,5468,13,302460,A
1473,LAXAVET X 40 GR.,Digestivo,Medicamentos,8168.0,9720.0,6893,18,300600,A
10,LABYES TEARS,Ocular,Medicamentos,15118.0,17990.0,12548,34,300550,A
2179,MONGE MEDIUM ADULT CHICKEN DE 3 KG,Adultos,Alimento,21840.0,25990.0,20653,48,300460,A
256,HARVEST STACKS TIMOTHY/CHAMOMILE 1 KG,Enriquecimiento Ambiental,Accesorios,20076.0,23890.0,18031,44,300010,A
105,PETEVER PLUS ORAL,Oral,Medicamentos,7386.554621848741,8790.0,6378,17,298860,A
173,KORALEN 20 MG (ORAL),Analgesico,Medicamentos,13302.52100840336,15830.0,11300,30,298840,A
408,ZEEDOG DEEP BLUE HANDSFREE LEASH,Paseo,Accesorios,20924.4,24900.0,19221,46,298800,A
892,ROYAL CAN. OBESITY CANINE 1.5 KG.,Medicados,Alimento,14941.0,17780.0,13986,33,297020,A
629,CAMA CHIPORRO XL CATAPET,Camas,Accesorios,26882.0,31990.0,24166,59,296890,A
1929,COLLAR ISABELINO 7.5 CM Nº(0),Higiene,Medicamentos,2436.97478991597,2900.0,2288,6,295800,A
1831,PLANET DOG MAZEE VERDE,Juguetes,Accesorios,17639.0,20990.0,16244,39,294860,A
766,DOGIT DISPENSADOR ALIMENTO 2 LT,Comederos,Accesorios,11756.0,13990.0,9916,26,294810,A
2049,PROPLAN PUPPY OPTIS. LARGE BR. 15 KG.,Cachorros,Alimento,41932.7731092437,49900.0,33954,92,293670,A
264,INTENSE BEAUTY POUCH 85GR 12UN,Humedo,Alimento,1958.0,2330.0,1805,5,293220,A
543,OFTAL 50 ML.,Ocular,Medicamentos,10478.99159663866,12470.0,8706,23,292860,A
899,ZEEDOG GOTHAM LEASH SMALL,Paseo,Accesorios,11639.0,13850.0,10386,26,292100,A
1862,PAWISE MEOW LIFE VARITA,Juguetes,Accesorios,4025.0,4790.0,3518,9,290740,A
1101,GALGOVET,Ant. Ext.,Medicamentos,1672.268907563025,1990.0,1341,4,290540,A
67,AFP LAMB CUDDLE TAIL WAND CAT,Juguetes,Accesorios,6546.0,7790.0,5791,15,290300,A
258,ZEEDOG SUPER ORANGE,Juguetes,Accesorios,8294.0,9870.0,7225,19,290050,A
847,ZEEDOG MAHALO ADJUSTABLE AIR MESH HARNESS SMALL,Paseo,Accesorios,16218.5,19300.0,14998,36,289500,A
1587,TOALLITAS DE LIMPIEZA ALOE VERA,Higiene,Accesorios,2487.0,2960.0,2209,6,288850,A
1819,POWER ULTRA  41 - 60 KG,Ant. Ext.,Medicamentos,10782.0,12830.0,9118,24,288780,A
938,ROYAL CAN. URINARY CANINE 10 KG.,Medicados,Alimento,78462.0,93370.0,63325,172,288160,A
1183,ZD NEON CORAL ADJUSTABLE AIR MESH HARNESS MEDIUM,Paseo,Accesorios,20084.0,23900.0,17711,44,286800,A
1357,ROYAL CAN. OBESITY FELINE 1.5 KG.,Medicados,Alimento,19319.0,22990.0,17594,43,286460,A
968,OCUBIOTIC COLIRIO,Ocular,Medicamentos,14126.05042016807,16810.0,11008,31,285770,A
1434,BRIT MONO PROTEIN LAMB & RICE 400 G,Latas,Alimento,3025.0,3600.0,2553,7,284940,A
886,SINPUL 30 % X 15 GRS.,Ant. Ext.,Medicamentos,3663.865546218488,4360.0,3012,8,284270,A
1104,PAWISE HOLLOW ELEFANTE,Juguetes,Accesorios,5874.0,6990.0,5330,13,284190,A
101,BRIT MONO PROTEIN TURKEY 400 G,Latas,Alimento,3025.0,3600.0,2354,7,283020,A
988,HABITAT PARA HAMSTER KLEO VIP,Enriquecimiento Ambiental,Accesorios,42151.0,50160.0,36188,93,279920,A
1423,PROPLAN ADULTO DOG POLLO ARROZ  370GRS,Humedo,Alimento,3210.0,3820.0,3031,8,278650,A
1422,TEARS LAGRIMAS ARTIFICIALES 8 ML.,Ocular,Medicamentos,11680.67226890756,13900.0,9952,26,278000,A
36,HABITRAIL OVO EXPANSION,Hogar-Transporte,Accesorios,28563.0,33990.0,25968,63,273020,A
863,PAWISE FETCH IT ELEFANTE,Juguetes,Accesorios,5874.0,6990.0,4899,13,272060,A
78,ZD MIDNIGHT ADJUSTABLE AIR MESH HARNESS EXTRA SMALL,Paseo,Accesorios,12689.1,15100.0,11173,28,271800,A
1241,ZD MIDNIGHT H-HARNESS MEDIUM,Paseo,Accesorios,14201.7,16900.0,11395,32,270400,A
1313,LW SET ARNES Y CORREA PEQ ANIMALES  S ,Paseo,Accesorios,7555.0,8990.0,7144,17,269720,A
1034,ROYAL RENAL LP MODIFIED 385 GRS. (LATA),Latas medicadas,Alimento,4134.0,4920.0,3868,10,269670,A
2128,ROYAL CAN. RENAL RF FELINE 2 KG.,Medicados,Alimento,25261.0,30060.0,21235,56,267400,A
175,COLLAR GATOS,Paseo,Accesorios,2513.0,2990.0,2174,6,266110,A
1996,PAWISE FETCH IT MONO,Juguetes,Accesorios,5874.0,6990.0,5149,13,265680,A
204,ZD HONEY ADJUSTABLE AIR MESH HARNESS MEDIUM,Paseo,Accesorios,20084.0,23900.0,17983,44,262900,A
683,AFP MODERN CAT FLASH,Juguetes,Accesorios,3941.0,4690.0,3223,9,262660,A
93,DO CINTURON SEGURIDAD AUTO 25MMX55-87CM,Paseo,Accesorios,10580.0,12590.0,8862,24,259110,A
1740,POWER 1 P. HASTA 10 KG,Ant. Ext.,Medicamentos,5873.94958,6990.0,5216,13,258630,A
1837,CORTA UÑAS,Higiene,Accesorios,5034.0,5990.0,4730,11,257570,A
1367,ZEEDOG ELLA COLLAR MEDIUM,Paseo,Accesorios,9160.0,10900.0,8564,20,255700,A
2061,ZEUS ARNES FIG.A  M  CORAL,Paseo,Accesorios,9235.0,10990.0,7369,21,255480,A
1987,PLANET DOG NOOKS AMARILLO FELICIDAD,Juguetes,Accesorios,11756.0,13990.0,10159,26,254870,A
785,PREVICOX 227MGX10C0MP,Analgesico,Medicamentos,26201.68067226891,31180.0,20287,58,254260,A
1716,AFP TRAVEL DOG ARNES SEGURIDAD L,Paseo,Accesorios,21000.0,24990.0,19606,46,251940,A
434,DREAMWELL CAMA RECTANGULAR WOOF AZUL,Hogar-Transporte,Accesorios,33605.0,39990.0,30302,74,251930,A
1088,MONGE MEDIUM SEN CHICKEN DE 3 KG,Senior,Alimento,22008.0,26190.0,17370,49,249350,A
1720,CAPA POLAR CHIPORRO T/5 CATA PETS,Ropa,Accesorios,11336.0,13490.0,9249,25,248720,A
605,"PLANET DOG DIAMOND PLATE DOUBLE-TUFF NARANJA ""S""",Juguetes,Accesorios,12176.0,14490.0,10210,27,245880,A
2263,ROYAL CAN. RENAL CANINE 2.0 KG.,Medicados,Alimento,21958.0,26130.0,18071,48,245700,A
284,CAPA ARNÈ TALLA 3 CATA PETS,Ropa,Accesorios,13017.0,15490.0,11056,29,245100,A
1236,DOGIT BEBEDERO GRAVEDAD 1 LT,Bebederos,Accesorios,5874.0,6990.0,4659,13,243200,A
1238,PAWISE HOLOW LEON,Juguetes,Accesorios,5874.0,6990.0,4636,13,242440,A
57,PERFUME SIR DOG LADY 80 ML.,Higiene,Medicamentos,8478.991596638656,10090.0,6749,19,242160,A
1458,"APOQUEL 3,6 MG X 20 COMPRIMIDOS",Antialergico,Medicamentos,51849.0,61700.0,48005,114,240000,A
1230,NF JFC MORE SPRAYING 709 ML,Acc Acuarios,Accesorios,12596.63865546219,14990.0,9909,28,239840,A
588,BRAVERY CHICKEN ADULT CAT STERILIZED 2 KG,Adultos,Alimento,15118.0,17990.0,12644,34,239400,A
313,ZD MIDNIGHT ADJUSTABLE AIR MESH HARNESS MEDIUM,Paseo,Accesorios,20084.0,23900.0,16634,44,239000,A
1714,ZEEDOG ELLA LEASH LARGE,Paseo,Accesorios,14151.0,16840.0,11268,31,238500,A
2027,BOTELLA 500 ML PEQ ANIMALES,Comederos,Accesorios,5462.0,6500.0,4225,12,236670,A
169,CAPA ARNÈ TALLA 2 CATA PETS,Ropa,Accesorios,12168.0,14480.0,9604,27,235660,A
659,PAWISE LITTLE MONSTER NARANJA,Juguetes,Accesorios,4866.0,5790.0,4099,11,234760,A
1643,DOGTI TOALLITAS DE LIMPIEZA OJOS 70UN,Higiene,Accesorios,6714.0,7990.0,5717,15,234580,A
311,PLANET DOG LUNA,Juguetes,Accesorios,14277.0,16990.0,11980,32,234400,A
1533,PROPLAN PUPPY POLLO Y ARROZ 370GRS,Humedo,Alimento,3504.0,4170.0,3204,8,234150,A
1628,L.W. BEBEDERO HERMETICO 100 ML,Bebederos,Accesorios,4445.0,5290.0,4154,10,234050,A
2202,POWER 1 P. 11-20 KG,Ant. Ext.,Medicamentos,7722.689075630253,9190.0,6539,17,229750,A
573,ZEEDOG ATLANTA H-HARNESS MEDIUM,Paseo,Accesorios,14151.0,16840.0,11137,31,229500,A
1657,"ROYAL CANIN FHN INDOOR 7+ 1,5KILOS",Adultos,Alimento,17235.0,20510.0,15947,38,229330,A
1343,"LW. BOLA DE EJERCICIO CON BASE, PEQUEÐA",Enriquecimiento Ambiental,Accesorios,6714.0,7990.0,5950,15,227940,A
1568,GOTHAM FLYHARNESS SIZE 4,Paseo,Accesorios,31849.0,37900.3,26830,70,227400,A
1965,ZD VIOLET AIR-LEASH,Paseo,Accesorios,31848.7,37900.0,28340,70,227400,A
2134,ZEEDOG PHANTOM H-HARNESS LARGE,Paseo,Accesorios,16664.0,19830.0,14432,37,226800,A
1948,DISPENSADOR ALIMENTO MAYA / S (200 GR.),Comederos,Accesorios,4731.0,5630.0,4201,11,225940,A
753,"PLANET DOG PLANET BALL AZUL/VERDE ""L""",Juguetes,Accesorios,19319.0,22990.0,15375,43,225920,A
566,NUTRIBOUND GATO 150 ML,Suplemento,Medicamentos,12605.04201680672,15000.0,11655,28,225000,A
1459,PROFENDER CATS SPOT-ON PIP. 2.5 A 5 KG.,Ant. Ext.,Medicamentos,12201.68067226891,14520.0,11428,27,224680,A
1659,"PLANET DOG PLANET BALL AZUL/VERDE ""S""",Juguetes,Accesorios,9739.0,11590.0,8373,22,223990,A
606,ZEEDOG ZEE.PAD GREY 30 UNID.,Higiene,Accesorios,14992.0,17840.0,12995,33,223860,A
515,COLLAR CUERO Nº 3 ( G. ARAYA),Paseo,Accesorios,5201.68067226891,6190.0,4736,12,222840,A
541,CAPA ARNÈ TALLA 4 CATA PETS,Ropa,Accesorios,13857.0,16490.0,13169,31,222400,A
1615,FELIWAY FRIENDS REPUESTO,Comportamiento,Medicamentos,26579.83193277311,31630.0,24349,59,221410,A
2167,TOALLITAS TEA TREE OIL,Higiene,Accesorios,4992.0,5940.0,4521,11,220460,A
303,HABITRAIL TWIST KIT,Hogar-Transporte,Accesorios,45370.0,53990.0,43083,100,219950,A
937,ZD NEON CORAL H-HARNESS MEDIUM,Paseo,Accesorios,14201.7,16900.0,12955,32,219700,A
76,ZEUS ARNES FIG.A  M  AZULDENIM,Paseo,Accesorios,9235.0,10990.0,7710,21,219320,A
1697,ZEEDOG PRISMA H-HARNESS MEDIUM,Paseo,Accesorios,14202.0,16900.0,11842,32,219000,A
248,ARNES DE PASEO MEDIANO G.A,Paseo,Accesorios,7050.42016806723,8390.0,5776,16,218140,A
125,ZEUS ARNES FIG H L GRAFITO,Paseo,Accesorios,11420.0,13590.0,9777,25,216250,A
860,ZEEDOG PHANTOM H-HARNESS SMALL,Paseo,Accesorios,11639.0,13850.0,10108,26,215900,A
1946,ZEEDOG GOTHAM H-HARNESS MEDIUM,Paseo,Accesorios,14151.0,16840.0,12068,31,215740,A
1603,ZEEDOG PRISMA ADJUSTABLE AIR MESH HARNESS MEDIUM,Paseo,Accesorios,20084.0,23900.0,17000,44,215100,A
2116,PROPLAN KITTEN 3 KG,Cachorros,Alimento,18403.3613445378,21900.0,17435,41,215000,A
1208,ROYAL CANIN KITTEN LATA 145 GR,Latas,Alimento,1613.0,1920.0,1475,4,214080,A
216,DOGIT DISPENSADOR BOLSA FECAS AZUL 2X20,Higiene,Accesorios,4193.0,4990.0,3964,10,212370,A
1634,PAWISE CAMA CAFE PERROS,Camas,Accesorios,12597.0,14990.0,10606,28,209820,A
1074,ROYAL CAN. BABYCAT 34 2 KGR.,Cachorros,Alimento,11336.13445378151,13490.0,10609,25,209660,A
2200,ROYAL CANIN MEDIUM PUPPY POUCH 140 GR,Humedo,Alimento,1941.0,2310.0,1823,5,209640,B
1306,BLISTER DISPENSADOR / BOLSAS FECAS KLINT,Higiene,Accesorios,3521.008403361345,4190.0,3109,8,209500,B
1009,BRIT MONO PROTEIN LAMB 400 G,Latas,Alimento,3025.0,3600.0,2360,7,208020,B
626,ZEEDOG TUFF BOWL CORAL,Comederos,Accesorios,21765.0,25900.0,19349,48,207200,B
344,COLLAR CUERO Nº 5 (G. ARAYA),Paseo,Accesorios,6210.084033613446,7390.0,5365,14,206920,B
1111,BRAVERY LAMB ADULT LARGE/MEDIUM B. 4 KG,Adultos,Alimento,19243.7,22900.0,17441,43,206100,B
